10031|614671827|24979.0|CREDIT
10036|953766573|22516.0|DEBIT
10041|728080172|23189.0|DEBIT
10046|906868986|26145.0|CREDIT
10051|732833481|22186.0|DEBIT
10056|76837426|21464.0|DEBIT
10061|539521241|26964.0|DEBIT
10066|645317265|22942.0|CREDIT
10071|23360143|22515.0|CREDIT
10076|656870588|26892.0|DEBIT
10081|817401315|20419.0|CREDIT
10086|973661932|24358.0|CREDIT
10091|146470368|27897.0|DEBIT
10096|683965112|29656.0|CREDIT
10101|318680824|20128.0|CREDIT
10106|48125174|22815.0|DEBIT
10111|780970052|24959.0|DEBIT
10116|713800593|21282.0|CREDIT
10121|66746026|21667.0|DEBIT
10126|737861484|23370.0|CREDIT
10131|571929475|26224.0|DEBIT
10136|893117252|27637.0|CREDIT
10141|953467032|23295.0|CREDIT
10146|95502398|28322.0|DEBIT
10151|323058477|27765.0|DEBIT
10156|3744164|22345.0|DEBIT
10161|278026136|25472.0|CREDIT
10166|410182527|24299.0|DEBIT
10171|676685046|24621.0|CREDIT
10176|347315258|22401.0|CREDIT
10181|495476490|23835.0|CREDIT
10186|353744821|24419.0|CREDIT
10191|319041088|27622.0|CREDIT
10196|200090142|24312.0|CREDIT
10201|988342695|28896.0|DEBIT
10206|332098186|20324.0|DEBIT
10211|304868598|29587.0|DEBIT
10216|446120114|27378.0|CREDIT
10221|904298621|27819.0|CREDIT
10226|286039255|23856.0|CREDIT
10231|659386308|29955.0|DEBIT
10236|864054476|25873.0|DEBIT
10241|12110227|25870.0|CREDIT
10246|632081618|22307.0|DEBIT
10251|913373304|25760.0|CREDIT
10256|487018926|27501.0|DEBIT
10261|552260828|20328.0|DEBIT
10266|625233460|29396.0|DEBIT
10271|676948266|29532.0|DEBIT
10276|614444626|24522.0|CREDIT
10281|522681680|22593.0|CREDIT
10286|495903944|27075.0|DEBIT
10291|248658152|28021.0|DEBIT
10296|858007111|24374.0|CREDIT
10301|794527271|26028.0|DEBIT
10306|293223789|20876.0|CREDIT
10311|74081563|25362.0|DEBIT
10316|241063831|21767.0|DEBIT
10321|866409326|22291.0|DEBIT
10326|591884483|29458.0|CREDIT
10331|425349532|26548.0|DEBIT
10336|801117092|22688.0|CREDIT
10341|501197134|25917.0|DEBIT
10346|13639891|21796.0|CREDIT
10351|552645711|21462.0|DEBIT
10356|329314918|27229.0|DEBIT
10361|823102894|29658.0|CREDIT
10366|625297640|25451.0|CREDIT
10371|24584042|24892.0|CREDIT
10376|908335261|29778.0|CREDIT
10381|6573510|28709.0|DEBIT
10386|347989457|28234.0|CREDIT
10391|275383311|27191.0|DEBIT
10396|401338491|24864.0|CREDIT
